"Label"	"Sentence"
2	"It is very important for college students to have part-time jobs for a variety of reasons."
2	"Most college students are already eighteen years old."
2	"This means they are adults."
2	"College students should work hard to become independent and not remain dependent on their parents."
2	"The best way to become independent is to earn money."
2	"If college students earn money, they can do things they want to do, such as travel and attend clubs."
2	"In addition, when college students have part-time jobs, they can develop their abilities and build good foundations for future employment."
2	"We all know that experience is very important when we apply for jobs."
2	"Furthermore, part-time jobs help us learn more about society."
2	"They can help us understand the type of person we must become to join society."
2	"This type of experience will help us make good decisions and choices that will affect our futures."
2	"Thus, part-time jobs are very important for college students."
2	"Therefore, they should work hard to obtain part-time jobs."
2	"Part-time jobs will help college students in their everyday lives and in the future."
2	"When students have part-time jobs, they are usually employed outside of college."
2	"If we have part-time jobs, we can gain a good deal of experience."
2	"We can learn to manage our time and money."
2	"We can also learn to work within a group in an office."
2	"Work is not easy."
2	"It is not simple like university class work."
2	"We must perform well and satisfy customers' wishes."
2	"For example, a student might accept a part-time freelance photography job."
2	"He or she may have to create portfolios to show customers that he or she is a good photographer who can work well and produce good photographs."
2	"If a student has good management skills, he or she can earn a good deal of money from his/her part-time job."
2	"On the other hand, some parents do not want college students to have part-time jobs because they worry that students might become lazy and not focus on their classes."
2	"However, students have the responsibility to manage their time."
2	"Currently, an increasing number of college students have obtained part-time jobs."
2	"Different people have different views on this topic: Some people believe part-time jobs are useful and valuable."
2	"Other people believe part-time jobs are a waste of time."
2	"They believe part-time jobs offer more disadvantages than advantages to college students."
2	"In my opinion, this argument has two sides."
2	"Even though part-time jobs can create problems for college students, they still provide important benefits."
2	"First, part-time jobs provide college students with opportunities to connect with society."
2	"Students will learn the latest news and become aware of hot topics in the talent market."
2	"They will be better prepared for their future careers."
2	"For example, a college student who works part-time as an office clerk will learn how to behave and what to do when he/she is faced with a complicated work situation."
2	"Second, part-time jobs allow college students to earn money."
2	"As we all know, college tuition fees are not low enough that every student can afford to pay them."
2	"College students can earn money from part-time jobs, save their wages, and reduce their parents' financial burdens."
2	"Last but not least, college students can develop their independence when they work part-time."
2	"Currently, most Chinese families have just one child."
2	"Parents love their children but they also spoil them."
2	"Many college students are only children."
2	"They can be too dependent on their parents and teachers."
2	"They may not know how to live on their own."
2	"They can become more independent when they have part-time jobs."
2	"Therefore, I believe part-time jobs are good for college students and I support them!"
2	"If an individual has extra time available after his or her work or school ends, that individual can obtain another type of job, known as a part-time job."
2	"Some people think it is very important for college students to obtain part-time jobs."
2	"However, other people disagree because they believe part-time jobs will consume too much of college students' time."
2	"I agree with the first opinion because part-time jobs offer many benefits."
2	"First, part-time jobs can help students avoid wasting time."
2	"Students can earn pocket money."
2	"Part-time employment can enrich college students' experience and widen their horizons."
2	"On occasion, part-time jobs can offer special opportunities such as love and life-long friendships."
2	"However, part-time jobs have some disadvantages."
2	"For example, a part-time job can consume a student's available time."
2	"The student may have not time to rest."
2	"In addition, a part-time job can be stressful because a student must perform well on the job."
2	"Ultimately, a part-time job is just a part-time job."
2	"A student can choose to work part-time depending on his or her situation."
2	"Yet, a part-time job offers a good opportunity for a student to challenge him/herself and earn pocket money."
2	"Therefore, if a student can maintain a good balance between study and part-time employment, a part-time job might be a good opportunity."
2	"Based on my personal experience, I believe it is important for college students to have part-time jobs."
2	"As social phenomena, part-time jobs can help students become involved in social activities after they graduate from college."
2	"First, we must develop ourselves and become competent individuals."
2	"When we enter society, we must interact with many different people."
2	"Part-time jobs may enhance our ability to compete."
2	"Second, part-time jobs can help us understand life's difficulties."
2	"We can learn how hard it is to earn a living."
2	"At the same time, we can learn to manage the time required to work and study."
2	"Last but not least, we can earn some pocket money to buy things we like."
2	"We can also reduce some of our families' financial burdens."
2	"Access to some income may encourage us to fight for our futures."
2	"Everyone hopes to succeed in life."
2	"Based on the reasons I listed above, undoubtedly, it is important for students to have part-time jobs."
2	"Part-time jobs provide students with opportunities to learn and prepare for their future lives."
2	"When I first attended university, I discovered  that many students held part-time jobs."
2	"I wanted to know why most college students were eager to find part-time jobs."
2	"I have listed my opinions below."
2	"First, part-time jobs can offer us opportunities to learn skills we cannot learn at school."
2	"If we can obtain part-time jobs, such as restaurant waiter or shop assistant positions, we might have more chances to learn how to interact with guests."
2	"We will gain experience that may help us find jobs after we graduate from school."
2	"Second, because we must spend time at our part-time jobs, we will have to learn how to manage our time."
2	"It is commonly known that many college students believe college life is very boring because they attend fewer classes than they attended in high school."
2	"If we can find part-time jobs, we will never feel bored."
2	"Third, part-time jobs can help students become more independent."
2	"If we can earn money, we can relieve our parents' financial burdens."
2	"In summary, I believe part-time jobs can make our college lives more colorful."
2	"We should cherish the opportunity to have part-time jobs."
2	"College life is filled with colorful activities."
2	"College students have many alternatives to choose from when they arrange their schedules."
2	"Although studying is one of their main activities, most college students believe it is also important to have part-time jobs."
2	"An old saying states,'Practice is the sole criterion one can use to test the truth.'"
2	"College can be considered a bridge that connects schools with society."
2	"We are expected to work after we graduate."
2	"First, we can increase our knowledge and accumulate additional social experiences during part-time employment that differ from knowledge we learn from books."
2	"In addition, when we have part-time jobs, we can improve our social skills."
2	"When we interact in society, we must form relationships with different people."
2	"During part-time employment, we may experience social difficulties."
2	"However, we can also make more friends at our part-time jobs."
2	"Many of my friends have worked in part-time positions, such as waiter, postman, and tutor."
2	"All of my friends are excited about their work."
2	"My roommate, Amy, was very excited when I interviewed her about her part-time job."
2	"She said,  I worked as an English tutor for one-half of a year when I was a freshman."
2	"I rode the bus to the family's home once per week."
2	"The day before I had to work, I spent the whole night preparing for my job."
2	"My student, Jim, was a cute boy."
2	"His parents were very friendly."
2	"The job was satisfying because I reviewed my understanding of English."
2	"I also got paid weekly."
2	"If you have time available, I suggest you obtain a part-time job because you will benefit from it!"
2	"It is important for college students to obtain part-time jobs."
2	"First, students can earn money to pay daily expenses."
2	"Although we might not earn much money, it is exciting to earn our own money."
2	"In addition, part-time jobs help us gain important work experiences."
2	"After all, when we attend job interviews after graduation, we will have to answer the question,  Do you have work experience?"""
2	"Some people might believe, in many cases, that college students are employed in jobs that are not related to their majors."
2	"They believe that these types of jobs will not help students obtain future employment."
2	"However, are interviewers only interested in major job experience?"
2	"I do not believe this is true."
2	"In my opinion, experiences in which students can interact with society are quite valuable."
2	"If students can enter society earlier than usual, they can gain a better understanding of society's complexity."
2	"This will help them perform better in their future careers."
2	"Most students feel college life is more relaxed than high-school life."
2	"An increasing number of students are becoming addicted to computer games during their college years."
2	"If they had part-time jobs, they could improve their time management skills."
2	"This may help them avoid useless activities."
2	"Currently, it is popular for college students to seek part-time jobs."
2	"Students should obtain part-time jobs for a number of obvious reasons."
2	"I have outlined my views below."
2	"First, when society and the economy began to develop, tuition increased rapidly."
2	"Students who work part-time can pay some of their living expenses and reduce their families' financial burdens."
2	"Second, students can improve their communication and problem-solving skills."
2	"These skills will be useful during future job searches."
2	"They are also important during students' daily lives."
2	"Third, students who work part-time can make friends outside of school in their workplaces."
2	"These older friends can provide students with advice that will be useful for work and daily life."
2	"Students and their same-age friends can learn from one another and exchange class-related information."
2	"Finally, part-time employment can increase students' work experience."
2	"Once college students graduate, they can include these work experiences in their employment applications and improve their chances to gain employment."
2	"It is widely known that college students who are employed part-time enjoy many advantages."
2	"We should encourage college students to obtain part-time jobs!"
2	"I believe it is very important for college students to obtain part-time jobs."
2	"As undergraduates, we are learning additional knowledge and techniques that will help us obtain better positions in the future."
2	"However, reality might not be what we imagine it will be."
2	"To achieve our dreams, we need both experience and skills."
2	"We can benefit greatly from part-time jobs."
2	"First, although many of us can become overwhelmed by our courses, regular tasks can help us maintain a good balance between work and play."
2	"Part-time jobs can help us establish good work habits that will contribute to our personal development."
2	"Although we might make errors, as good learners we realize that errors are a constructive part of the learning process."
2	"In addition, what we learn can be applied during our future careers."
2	"We can discover what our future careers might be like in real life."
2	"This can help us decide whether we will pursue particular careers when we graduate."
2	"We may have to adjust our strategies when we determine our future directions."
2	"Further, part-time jobs provide opportunities to practice our communication skills."
2	"We must develop good interpersonal relationships to succeed in society."
2	"The social skills we develop during part-time work are vital."
2	"We can learn how to get along with other people."
2	"Some people believe that individuals who have work experience are better at controlling interview anxiety."
2	"One particular reason why we should obtain part-time jobs is that we have limited funds."
2	"We all hope to become independent when we become adults."
2	"Therefore, we may be reluctant to accept money from our parents."
2	"Part-time jobs offer us additional benefits and they help relieve our economic pressures."
2	"Whether we hope to become lawyers, businessmen, or officials, social skills practice is important."
2	"We cannot avoid contact with society."
2	"Part-time jobs provide opportunities to interact with the real world."
2	"It is commonly known that some college students are employed in or are looking for part-time jobs such as waiters, leafleteers, shop assistants, and so on."
2	"Some people believe this is important."
2	"However, other people believe this is a just a waste of time."
2	"Personally, I don't think some people believe part-jobs are worthwhile for college students."
2	"First, it is obvious that we will have more money when we have part-jobs than we would have if we didn't take these jobs."
2	"We are not middle- or high-school students."
2	"Rather, we are college students who are entering adulthood."
2	"The time has arrived when we must earn some money."
2	"If we earn money, we can reduce the heavy burdens our parents carry on their weakening shoulders."
2	"Second, part-time employment can improve our knowledge and abilities."
2	"Perhaps money is not so important for some individuals."
2	"However, abilities are necessities that will be required by all types of jobs in the future."
2	"For example, good communication skills are important in all types of situations."
2	"Because college students have more free time, I believe part-time job employment can enrich their university lives."
2	"Just compare what we learn when we play computer games and surf the Internet and what we can achieve from meaningful part-time jobs."
2	"Overall, I believe it is important and necessary to obtain part-time jobs."
2	"Once we passed the horrific college entrance examinations, we, 17- or18-year-old boys and girls, arrived on campus."
2	"The world seemed open to us."
2	"Everything attracted our interest."
2	"School activities were better than we had ever imagined they could be."
2	"Our lives were filled with happiness."
2	"However, when we look back now, we realize we should gain more experience and learn different things during our college years."
2	"In addition, an increasing number of companies are paying close attention to social skills."
2	"Therefore, part-time employment has become very popular among college students."
2	"Why is it so important?"
2	"First, students can increase their knowledge through part-time employment."
2	"For example, if a student who is majoring in education obtains a part-time job in a school, he or she will gain a better understanding of facts that appear in books."
2	"In addition, that student will have opportunities that extend beyond what can be learned in class."
2	"The student will learn information that can only be learned in practice."
2	"In addition, a student can develop talents in other areas."
2	"Finally, a student can discover his or her sense of self-worth and develop future job search skills."
2	"A student can apply what he or she learns during part-time employment in a future full-time job."
2	"This will help the student succeed."
2	"A student will also learn that it can be difficult to earn money."
2	"A student may also learn to remain simple and humble."
2	"I believe more students should obtain part-time jobs because they are important and necessary. "
2	"I agree with this statement that it is important for college students to have a part-time job."
2	"I think the best way to learn about money and society is to do a part-time job."
2	"In doing a part-time job, college students learn about money and society and understand how difficult earning money is."
2	"And college students learn things about society that are not taught in school."
2	"More and more college students are doing part-time jobs so that they are able to prepare for future life when they will work for their families."
2	"If college students don't have a part-time job and don't know what a life is, they have great difficulty in working."
2	"In college years, managers don't punish college students heavily if they make a mistake."
2	"But in a company, managers punish employees heavily."
2	"To get used to work and to earn money, college students need to do a part-time job."
2	"College students need to do a part-time job to know what a life is."
2	"So I agree with this statement that it is important for college students to have a part-time job."
2	"I disagree with that opinion."
2	"I think that it is not important for college students to have a part-time job."
2	"There are two main reasons."
2	"The first reason is that students should study."
2	"What students have to do is study, but some students can't study enough because of their part-time job."
2	"For example, my friend has a part-time job teaching English to elementary school students."
2	"She looks so busy everyday preparing for teaching."
2	"She often checks students' answers on examinations even during a class in the university."
2	"Also, she is likely to be late for a class because she has to prepare all night for teaching."
2	"I can't think it is good for her."
2	"In her case, a part-time job prevents her from studying."
2	"The second reason is that many students spend most of their salary playing, not living."
2	"They mainly spend their money on clothes, their hobby, dating, traveling, and so on."
2	"This means most of them don't work for a living."
2	"For instance, my friend whom I mentioned above is one of such students."
2	"She lives with her family and doesn't have to work."
2	"However, she wants to get more clothes and to follow fashion."
2	"In closing, I don't want to say students must not have part-time jobs, but it is not so important for them."
2	"Therefore, I think it is unimportant for college students to have a part-time job."
2	"I agree that it is important for college students to have a part-time job."
2	"I have three reasons to support my stance."
2	"First, a part-time job is an important chance to experience society."
2	"Because a college is the place to prepare before going into the real society, a part-time job is very necessary to know how severe working is or how we can enjoy it."
2	"In my experience, I learned through working in a bakery that even one mistake cannot be allowed in a service."
2	"I also noticed the importance of the relationship with my seniors."
2	"The second reason is a monetary problem."
2	"I think college students need a lot of money for textbooks or for some entertainment."
2	"However, we are already adults and should not totally depend on our parents in finance."
2	"Therefore it is quite better to earn by ourselves as much as possible."
2	"As for me, I can live without working if I ask my parents to support me, but I chose to work."
2	"That's because I have to learn to manage myself before graduating from university."
2	"After I started to work, I actually came to think about the importance of money when I buy something."
2	"Lastly, I think a part-time job is a good opportunity to make new friends."
2	"In a college, it is difficult to find so many kinds of friends because ages and departments are limited."
2	"However, if we work, we can meet any kind of people, regardless of age or specialty."
2	"I think such relationships are precious even after getting older."
2	"For all those reasons, I strongly believe that having a part-time job is important for college students."
2	"I agree with the statement that it is important for college students to have a part-time job."
2	"Of course, I have a part-time job."
2	"A part-time job must be a valuable experience."
2	"Many high school students are banned from having a part-time job."
2	"Even if they want to work, their parents and teachers forbid it."
2	"But college students are free to work and have a lot of time."
2	"They should have a part-time job unless they are absent from class because of it."
2	"Through a part-time job, I learned the difficulty of earning."
2	"Therefore, I learned to use money very carefully."
2	"This is an important thing in my life."
2	"Some people who do not have a part-time job when they are college students will not know the difficulty until they get a job."
2	"That is too late."
2	"People are not apt to forget things that they learned when they were young."
2	"My mother said it is very valuable for young people to experience trouble."
2	"So, we should experience many things and get a correct view, the right way to think and so on."
2	"They who have acquired them will live comfortably from now on."
2	"A great life waits for them."
2	"I agree with this statement that it is important for college students to have a part-time job."
2	"I have two reasons."
2	"As the first, many college students don't have money but they need much money for their food, clothing and shelter, playing with their friends, going anywhere, and buying anything that they want."
2	"But when they use their money to buy something, their parents don't always give money to them."
2	"So they need to have a part-time job."
2	"By working, they can get some money, as well as experience selling products and services, and learn the difficulties in earning money."
2	"That is the first reason."
2	"The second reason is that the wage for college students is cheaper than for other workers."
2	"So if college students work part-time, many companies and shops avoid paying higher wages to employees."
2	"But now the condition of business is very bad in Japan."
2	"Some people think because of college students' part-time work, many unemployed people miss their opportunities to work and the unemployment rate is high."
2	"Certainly the number of people in the workforce doesn't include college students and the part-time work by college students causes a rise in the unemployment rate."
2	"But it is said that business in the world is the worst in a hundred years."
2	"So when business gets good, the unemployed people now will be able to get their work and the unemployed people will be fewer than now."
2	"By college students' working part-time, many companies and shops can decrease the payment of employees' wages."
2	"So I agree with the statement."
2	"I agree with this statement."
2	"Now I am a third-year student of a university."
2	"When I entered the university, I had to have a part-time job because of needing money."
2	"If I do not work, I cannot have fun in my college life; for example, drinking, traveling, and buying clothes are impossible."
2	"If you want to enjoy your college life, money is really one of the essential things."
2	"That is why it is very important for college students to have a part-time job."
2	"By the way, I am sure that you can gain and learn a lot of things if you have a part-time job."
2	"In a part-time job, you can see a lot of kinds of people, for example, other university students and regular workers there."
2	"By communicating with such kinds of people, you can learn and be stimulated by them and possibly make friends with them."
2	"And also you can experience first-hand what it feels like to work in a society."
2	"When you become a third-year student, you usually do job hunting."
2	"If you work at a part-time job, you can talk with regular workers and see a real work place and also notice the difficulty of working."
2	"In that way, experiencing a part-time job helps you in job hunting."
2	"That is why I strongly believe that it is really important for college students to have a part-time job."
2	"I agree with the idea that it is important for college students to have a part-time job."
2	"I want to explain the two reasons I think that college students should have a part-time job."
2	"The first reason is that college students should really know the value and difficulties of getting money."
2	"People need money for living."
2	"A lot of money is needed for one person to be grown up."
2	"Basically, college students depend on their parents, especially for money."
2	"But most students don't know their parents' hard work to get so much money for their children."
2	"I think they should know how hard work is needed for getting just a little money through a part-time job, and understand the effort their parents put in."
2	"Next, what I want to tell you for the second reason is that college students can learn about society through a part-time job."
2	"Common sense as working people is really essential for business, for instance, how to communicate with other people in business and how to talk."
2	"A part-time job could be the only place that students can learn about society as working adults."
2	"Students can communicate with working people in a part-time job to learn."
2	"For these two reasons, I agree with the idea that it is important for college students to have a part-time job."
2	"I agree with this statement."
2	"I think having a part-time job is important for college students."
2	"I have two reasons."
2	"First, thanks to a part-time job, students can earn money by themselves."
2	"For an ordinary family, college fees are very expensive."
2	"And if students are living alone, much money is needed."
2	"So by doing a part-time job, they can help their family."
2	"Moreover, even for students in a rich family, earning money is important because by using that money they can do many things."
2	"For example, they can travel or study abroad."
2	"So in this way having a part-time job is beneficial for college students."
2	"Second, thanks to a part-time job, students have social experiences that they never learn in school."
2	"For example, in a food store or restaurant, they are taught manners and how to speak to customers politely."
2	"Such skills will be useful after they become working adults."
2	"Moreover, they can learn how hard working is."
2	"It is said that in these days young people soon quit their jobs, but if they know about working before they graduate from college, they can endure even if their work is hard."
2	"Therefore, I think that it is important for college students to have a part-time job."
2	"I think it important for college students to have a part-time job."
2	"I have two reasons for that."
2	"First, they need money."
2	"It costs a lot of money to enter a university."
2	"Of course, it is not they, but their parents, that paid the money."
2	"I believe they should pay back the money, more or less, to their parents, and some students want to go to a graduate school."
2	"In addition, generally, college students spend much money, for example, money for buying nice clothes or shoes, hanging out with one's friends, and playing club activities."
2	"For another reason, they can learn how the society is."
2	"Part-time jobs enable them to learn how to make good relations with other members or their boss."
2	"They attain kinds of skills and learn how strict and severe rules are."
2	"They will also learn how difficult it is to make money."
2	"You may say that if you work at a part-time job too hard, it causes bad effects to your study in university."
2	"It is true, but actually students have the right and they can control their own shift to some extent."
2	"If they want to earn a lot of money in a short time, they should work as a cram school teacher."
2	"Besides, I have a lot of friends who work really hard and have great school records."
2	"That is why having a part-time job is necessary for college students."
2	"I agree with the statement that it is important for college students to have a part-time job."
2	"I have some reasons to follow this idea."
2	"First, a part-time job is good training of real work for college students."
2	"College students have to work after they graduate from their college."
2	"Then, the experience of a part-time job will help them."
2	"For example, if they work in an office, they can learn skill in using computers."
2	"Second, a part-time job also gives students social experiences."
2	"Students learn how they should act in the society."
2	"For example, if the students work as waiters or waitresses, they can learn polite words and good manners."
2	"It will help them when they are given an interview or entrance examination to get a job."
2	"And, of course, the company they will join will benefit as well."
2	"Third, most students do part-time jobs because they can earn money with a part-time job."
2	"They can use that money as they want."
2	"For some students, that is the first money they earn all by themselves."
2	"They can learn the value of the money they use, too."
2	"They can also learn how hard it will be to earn money and live in the future."
2	"For those reasons, I think that having a part-time job is important for college students."
2	"I think it is important to have a part-time job."
2	"Most high school students are not allowed to work, but college students are allowed to do so."
2	"A lot of students around me are working."
2	"Mainly, they work for their living."
2	"Most of them still depend on money that their parents send."
2	"So, they want to reduce their parents' burden."
2	"Also, college students have many opportunities to eat out and go shopping, and therefore they want to have money that they can use freely."
2	"Besides, there are many reasons for students to work."
2	"In fact, there are many good things about having a part-time job."
2	"First, through a job, they can have a lot of experiences."
2	"For example, I experienced the difficulties of communicating with customers and of standing still for six hours without taking a break."
2	"I felt it was too hard to earn money."
2	"I thanked my father for his working hard every day."
2	"Second, by saving their salary, they can do more things than they ever did before."
2	"They can go abroad or buy what they want."
2	"Finally, they come to know the responsibility that is needed in society."
2	"Their experiences will be a key to their future."
2	"Therefore I truly think it is essential for college students to have a part-time job."
2	"I agree with the statement."
2	"There are several reasons for my idea."
2	"First of all, I think that college students should not only study subjects that they are specializing in, but also do many kinds of things outside of college."
2	"That is because they can experience various things through such events, for example, travel abroad, joining a club, doing volunteer work, and having a part-time job."
2	"I think that when they have a part-time job, they can learn the mechanism of society and acquire a lot of skills."
2	"The knowledge and many skills they get through a part-time job will help them in the future."
2	"Secondly, college students should earn their money and they should be independent of their parents."
2	"In Japan these days, the number of children is decreasing and more and more college students depend on their parents too much."
2	"I hear that in America, college students earn their own money to pay all the money that is needed in college."
2	"If college students continue to depend on their parents, they will be in trouble in the future."
2	"Therefore, I think that college students should be independent of their parents."
2	"So I think that it is important for college students to have a part-time job."
2	"I think that it is good for students of a university to have a part-time job."
2	"I have three reasons for this."
2	"First, it is a good opportunity to think how to work in the future."
2	"We can learn the way to speak or act."
2	"And we can understand how important working is."
2	"These days, many students are described like this:  They don't think seriously about their future."""
2	"So, I think that trying to join a job is very important for students of a university."
2	"Second, we can meet a lot of people through a part-time job."
2	"Actually, I have a part-time job as a waitress in a restaurant."
2	"Through my job, I have been able to meet various people, such as students of other universities, the chef, and customers."
2	"Meeting many people and knowing various ways of thinking is really a precious experience for me."
2	"I think that it is the same for other students."
2	"Third, having a part-time job will lead people to recognize the importance of money."
2	"Before I started to work, I didn't care about money."
2	"But when I earn money, I really understand how important it is."
2	"It may lead students to stop to wasting money."
2	"For these reasons, if a student knows well the importance of studying and is good at using time, it is good for him or her to have a part-time job."
2	"I think it is important for college students to have a part-time job."
2	"Of course, it isn't the most important thing to do that."
2	"That is because we should go to college to study something interesting for us and we should start having a full-time job at once if we think making money is most important."
2	"I think experiencing a part-time job is good unless our studying has a bad result."
2	"By having a part-time job, we can communicate with people we can't talk with in our usual college life."
2	"That experience is useful now, not only in our future."
2	"Now, I teach some subjects in the cram school where I went in my high school days."
2	"I talk with my students and other teachers, not only about studies, but also anything else."
2	"The people vary in age from young to elderly, so their ideas are very different."
2	"I can get a lot of views."
2	"My senior has a part-time job at an old people's home."
2	"He supports the residents' life and talks with them."
2	"They sometimes forget who he is and repeat the same story to him."
2	"But he told me that their peculiar atmosphere and their figures thank many people sent him."
2	"We can't have such experiences when we only go to college, so I think having a part-time job is important for college students."
2	"I agree with this idea that it is important for college students to have a part-time job."
2	"Unlike high school students, college students must learn and study more voluntarily and harder."
2	"Also, they have to learn about real society and go outside the college."
2	"To do so, a part-time job is one of the most reasonable means."
2	"In fact, almost all of them think about their future, for example, job, their own family, and death, more seriously."
2	"I have spent every day alone since I entered college, and I'm poorer than if I lived in my hometown."
2	"I have a part-time job so that I can live by myself."
2	"As you know when you work, there are a lot of things that we should learn."
2	"For instance, we are supposed to learn the way of communicating with others and to have more responsibilities than ever."
2	"My friend, Takeru, lives alone and makes a living by himself."
2	"In spite of this lifestyle, he has a very great record and belongs to the tennis club."
2	"I respect him so much as my good friend, and also he gives nice advice that will surely be useful in my future."
2	"For these reasons, I think it is important for college students to have a part-time job."
2	"I disagree with this opinion."
2	"I think it unimportant for college students to have a part-time job (but I don't think that it is completely unimportant)."
2	"The reason I think so is that college students' job is doing something they can only do when they are in college, so I think that."
2	"For example, for math, they can rarely have the time to study it when they are working."
2	"And not only some school subjects, but also a sports club activity is important for them, because it may be hard but they can do their best when they have too-high obstacles."
2	"But some disagree with my opinion and think it important for them to have a part-time job for learning society or some other reasons."
2	"But I think that society can be learned when they are in a sports club or cultural club and so on."
2	"And the biggest reason is that they have to study or get good grades and be a person who contributes to society, such as a good engineer or translator or economist."
2	"I think that it is difficult for them to do perfectly both a part-time job and getting good grades."
2	"So those are some reasons that I think that it is unimportant to have a part-time job for them."
2	"I agree that it is important for college students to have a part-time job."
2	"I want to show some reasons why I agree."
2	"First, simply, money is important."
2	"We need it in many situations."
2	"For example, we need to buy a lot of textbooks, tools for study, kinds of pens and erasers, something for a hobby or clubs, and so on."
2	"Do you know the price of those?"
2	"Those are so expensive!"
2	"So we have to have a part-time job."
2	"That's the first reason."
2	"Second, it's good for us to learn about the public."
2	"At the place where we are working, there are many adults, visitors, and so on."
2	"So we have to learn what to do there or how to do it."
2	"It's a good chance to learn before we belong to the society."
2	"That's the second reason."
2	"And third, we can know about the importance of money."
2	"I think that we can't understand it truly without working and earning by ourselves."
2	"If you do not know that, you are going to make mistakes about money or things like that."
2	"Therefore, we have to know the importance of money, and make an effort not to use money so much or not to use it with no plan or idea."
2	"These are why I agree to have a part-time job."
2	"I agree because I think that college students have much free time and energy."
2	"In addition, they think that the money is important but the effects of a part-time job are important."
2	"For example, students acquire communication and social ability and learn how important money is and how difficult getting money is."
2	"Colleges also advise students to have a part-time job."
2	"It is evidence that colleges also think having a part-time job is important."
2	"Actually, I have a part-time job four times a week and thirty-four hours in a month."
2	"And I realize what I want to do in the future and what kind of jobs aren't much for me."
2	"In other words, experiencing a part-time job helps college students select a lifetime job more smoothly."
2	"But having too many part-time jobs is not good for them."
2	"If students have too many, they probably can't study in college very well or don't attend their classes."
2	"Also, they might not be able to keep up with their friends in school if they have too many part-time jobs."
2	"As a result of that, they might need a few years longer to graduate or might not graduate."
2	"Another bad effect is that getting much money might make them forget the importance of money."
2	"But it is a very extreme instance, so the bad instance rarely occurs."
2	"First of all, I think it is really important for a student to experience what society's system is like."
2	"In fact, I've come to know there are strange people who are beyond my imagination by having a part-time job."
2	"And I have learned how to treat such annoying people."
2	"I think this skill is really important."
2	"Second, having a part-time job made me realize how hard earning money was."
2	"My mother always used to tell me,  You don't know the real worth of money,"" and now I can really understand my mother."
2	"It is impossible for me to quit spending money on worthless things, but I have come to be more careful than I was when I buy something."
2	"Third I think this is really a precious thing having a part-time job brings me the chance to know a lot of kinds of people that I would never know without a part-time job."
2	"I think having a lot of kinds of friends broadens my way of thinking and point of view."
2	"Actually, it was really interesting for me to work with my boss, who was dreaming of running his own restaurant."
2	"For these reasons I give, I think a college student should have a part-time job."
2	"I agree with the statement  It is important for college students to have a part-time job."""
2	"There are three reasons to support my answer."
2	"First, I don't have much money, so I cannot help needing to get some money by working."
2	"I recently moved to Kobe and live there by myself now."
2	"My mother always sends some money every month."
2	"But I must earn some money because there are too many things I want to buy."
2	"This is the first reason I have a part-time job."
2	"Second, it may be useful to have had a part-time job when I graduate from the university and work for a company."
2	"I will give an example."
2	"I worked at a convenience store during summer vacation last year."
2	"I worked hard, and I was able to learn consumers' needs and business skills in reception, hospitality, and so on through the job."
2	"That is why I understand the importance of a part-time job."
2	"Third, as I work, I get to discover the pleasure of a job."
2	"For example, I taught a high school student as a part-time job in September last year."
2	"He was poor at mathematics, so I kept teaching him mathematics."
2	"Fortunately, his grade became good."
2	"Then he said to me,  Thank you."""
2	"I was happy to hear that, and knew the fun of the job."
2	"That is why I support my answer."
2	"Therefore, I agree with the statement  It is important for college students to have a part-time job."""
2	"The original essay includes too many strange expressions and words and cannot be read appropriately."
2	"As the editor rejected processing the original, the project leader revised it after confirming the intention of the author, and the editor proofread that revised version."
2	"I believe college students should have part-time jobs."
2	"Currently, most students have part-time jobs because they are unable to survive on the pocket money their parents provide."
2	"Many students do not have enough money to attend university."
2	"Tuition is very expensive."
2	"Thus, students must obtain part-time jobs."
2	"If tuition was less expensive, students would not have to work part-time."
2	"However, because tuition is now so expensive, poorer students must work part-time."
2	"Part-time employment can improve students' independence."
2	"In addition, students can use the money they earn to buy things for themselves."
2	"Further, if a student hopes to open a store in the future, it would be helpful if that student worked part-time at a store."
2	"However, one disadvantage of part-time jobs is that they can increase stress."
2	"Students cannot earn a significant amount of money in a short amount of time."
2	"Finally, if a student has a dream for the future, it would be a good idea to choose the right type of part-time job."
2	"Then the student can gain experience so he/she can make his/her dream come true."
2	"Therefore, I believe it is important for college students to have part-time jobs."
2	"I completely agree that college students should obtain part-time jobs."
2	"I can provide four reasons to support my opinion."
2	"First, part-time jobs can help us gain more experience."
2	"For example, if I were to work in a convenience store, I could learn how to smile appealingly and learn to greet customers appropriately."
2	"If I were to work in a factory, I could learn to be more patient."
2	"I could also gain a better understanding of the way that factory makes appliances."
2	"Thus, we can gain a variety of experiences by working part-time."
2	"Second, it is possible to find part-time jobs that match our majors."
2	"For example, I work at an institute to earn money."
2	"Fortunately, I found a job teaching students."
2	"This helped me decide on my future career."
2	"Now I can work to achieve my dream."
2	"I will not have to search any further."
2	"Third, because I have a part-time job, I learned the value of money."
2	"Because I earn only a limited amount of money, I realized that money is valuable."
2	"Now I do not waste money."
2	"I try to save the money because I realize how difficult it is for my parents to earn money."
2	"Finally, Steve Jobs said, ""Connect the dots."""
2	"I believe my reasons demonstrate why my part-time job will help me in the future."
2	"Therefore, I believe college students should have part-time jobs."
2	"I believe it is important for college students to have part-time jobs."
2	"I can offer three reasons to support my opinion."
2	"First, part-time jobs can help students earn their livelihoods."
2	"Many students are struggling financially."
